Unix	jday	dp	hs	tp
985122000	79	56.43	1.07	4.85
985132800	80	58.08	1.01	4.83
985143600	80	61.12	0.93	4.78
985154400	80	61.93	0.96	4.71
985165200	80	63.78	0.92	4.72
985176000	80	65.38	0.85	4.76
985186800	80	66.17	0.78	4.79
985197600	80	66.13	0.73	4.83
985208400	80	65.66	0.69	4.88
985219200	81	64.8	0.67	4.92
985230000	81	69.46	0.66	5.03
985240800	81	70.72	0.65	10.01
985251600	81	74.74	0.64	9.96
985262400	81	72.18	0.65	9.91
985273200	81	76.67	0.64	9.87
985284000	81	74.22	0.61	9.84
985294800	81	78.91	0.57	9.84
985305600	82	76.9	0.59	9.81
985316400	82	60.92	0.75	2.99
985327200	82	66.13	0.99	3.73
985338000	82	63.29	1.01	4.27
985348800	82	60.08	1.03	4.38
985359600	82	70.19	1	4.68
985370400	82	70.84	0.99	4.82
985381200	82	71.43	0.98	4.91
985392000	83	90.42	0.99	11.46
985402800	83	94.94	1.01	11.23
985413600	83	92.17	1.05	11.12
985424400	83	96.6	1.05	11.01
985435200	83	93.9	1.06	10.93
985446000	83	98.2	1.26	10.86
985456800	83	94.94	1.22	10.76
985467600	83	99.22	1.19	10.69
985478400	84	97.24	1.19	10.58
985489200	84	101	1.1	10.47
985500000	84	98.74	1.04	10.39
985510800	84	102.99	1.02	10.31
985521600	84	102.34	0.94	10.23
985532400	84	107.88	0.97	10.14
985543200	84	109	0.89	10.03
985554000	84	115.34	0.75	9.91
985564800	85	117.88	0.66	9.76
985575600	85	31.65	1.03	3.14
985586400	85	22.72	1.02	3.61
985597200	85	26.09	0.91	3.84
985608000	85	33.82	1.01	3.9
985618800	85	34.82	1.01	4.14
985629600	85	35.78	0.85	4.3
985640400	85	35.41	0.74	4.38
985651200	86	45.95	0.68	5.71
985662000	86	107.07	0.61	8.87
985672800	86	105.02	0.57	8.91
985683600	86	315.16	0.98	3.14
985694400	86	321.82	0.81	3.57
985705200	86	326.88	0.63	3.59
985716000	86	320.48	0.63	3.53
985726800	86	306.43	1.05	3.67
985737600	87	297.96	1.18	4.29
985748400	87	305.56	1.68	4.66
985759200	87	303.93	1.6	5.07
985770000	87	305.49	1.39	5.07
985780800	87	298.36	1.61	4.97
985791600	87	286.56	1.82	5.12
985802400	87	284.09	1.59	5.13
985813200	87	278.81	1.48	5.01
985824000	88	274.56	1.44	4.85
985834800	88	264.68	1.36	4.76
985845600	88	205.38	1.25	6.63
985856400	88	196.75	1.18	6.58
985867200	88	197.08	1.23	6.46
985878000	88	200.05	1.37	6.66
985888800	88	201.58	1.45	6.69
985899600	88	199.65	1.61	6.77
985910400	89	198.94	1.72	6.86
985921200	89	197.85	1.8	13.2
985932000	89	199.11	1.84	13.25
985942800	89	194.46	1.84	13.19
985953600	89	196.16	1.8	13.01
985964400	89	192.09	1.74	12.65
985975200	89	194.17	1.65	12.37
985986000	89	190.83	1.55	12.2
985996800	90	192.26	1.43	12.02
986007600	90	189.11	1.33	11.74
986018400	90	191.41	1.3	11.24
986029200	90	188.56	1.37	11.05
986040000	90	52.51	1.42	3.94
986050800	90	48.98	1.3	4.27
986061600	90	50.55	1.1	4.32
986072400	90	186.99	0.94	10.1
986083200	91	187.87	0.82	10.01
986094000	91	185.7	0.74	9.94
986104800	91	186.71	0.69	9.85
986115600	91	185.57	0.63	9.63
986126400	91	186.95	0.59	9.52
986137200	91	185.87	0.55	9.53
986148000	91	192.13	0.55	9.81
986158800	91	194.72	0.62	11.23
986169600	92	203.59	0.77	14.42
986180400	92	44.96	1.14	3.26
986191200	92	202.5	1.03	14.01
986202000	92	199.01	0.92	13.46
986212800	92	200.57	0.85	12.98
986223600	92	198.39	0.8	12.44
986234400	92	197.86	0.86	12.14
986245200	92	210.42	1.26	3.61
986256000	93	209.84	1.14	4.23
986266800	93	84.15	1.15	7.87
986277600	93	80.97	1.18	8.16
986288400	93	83.47	1.34	8.58
986299200	93	88.32	1.53	8.15
986310000	93	208.11	1.82	7.09
986320800	93	204.83	2.07	7.57
986331600	93	198.9	2.1	7.73
986342400	94	198.68	2	7.76
986353200	94	196.95	1.95	7.78
986364000	94	194.2	1.88	7.79
986374800	94	189.74	1.74	7.94
986385600	94	191.58	1.59	9.54
986396400	94	333.69	1.67	3.15
986407200	94	318.69	1.6	3.94
986418000	94	319.63	1.64	4.23
986428800	95	320.57	1.4	4.32
986439600	95	314.18	1.19	4.26
986450400	95	176.21	0.96	9.46
986461200	95	184.89	1.15	9.27
986472000	95	209.27	1.64	7.39
986482800	95	200.92	1.76	7.18
986493600	95	194.54	1.64	7.03
986504400	95	198.69	1.52	11.79
986515200	96	201.55	1.34	12.05
986526000	96	288.95	1.26	3.58
986536800	96	201.17	1.17	11.93
986547600	96	202.11	1.47	6.96
986558400	96	203.47	1.75	7.53
986569200	96	199.88	2.07	8.27
986580000	96	200.84	2.31	8.91
986590800	96	198.26	2.47	10.11
986601600	97	200.63	2.6	10.72
986612400	97	192.83	2.68	8.33
986623200	97	191.64	2.53	8.18
986634000	97	188.95	2.35	8.1
986644800	97	187.32	2.14	8.01
986655600	97	182.87	1.95	7.99
986666400	97	179.42	1.78	7.95
986677200	97	176.31	1.65	7.96
